Date,Geography,Heavy Trucks - Class 8,Heavy Trucks - Class 5-7,Automotive,Zinc,Heating Oil Spot,Baltic Dry Index,Iron Ore,Soybeans,Copper Warehouse Stock Vol.,Industrial Metals Spot Price,Corn,Brent Spot,Steel,Copper,Agricultural Spot Price Index,U.S. NatGas Spot,WTI Spot,Nickel Warehouse Stock Vol.,Nickel,Zinc Warehouse Stock Vol.,Wheat,Grains,U.S. Gasoline Spot,Industrial Production,Business Confidence,Consumer Confidence,Equity Markets,Exports,Housing Starts,Retail Sales,Unemployment Rates,GDP,Aerospace,Agriculture Machinery,HVAC,Industrial Machinery,Machine Tools,Medical Equipment,Mining & Construction Machinery,Oil/Gas Extraction,Power Gen,Purchasing Managers,Producer Price,Semiconductors/Electronics
6/1/2011,North America,,,856525,2283.166667,246.352381,1773,168.53,13.5,359344.0476,470.13,5.86,92.1368182,3806.818182,9137.52381,489.0631818,4.2370952,89.2227273,132821.7143,24079.28571,669851.1905,534.2,539.91,238.73,0.06109,101.164531,63.4016434,1241.525182,116.039,539,329.741,0.093,2.7397232,88.7557,72.9827,94.8878,111.7308,90.5559,99.3799,81.41695,87.8964,75.7426,57.3,109.792931,696666667
7/1/2011,North America,,,1004778,2371.975,260.35,1107,179.63,13.905,383035,479.52,6.32,97.4533333,4290,9543.725,515.8045,4.4934,89.423,136105.5,25652.5,708361.25,568.21,564.22,240.26,0.046976,101.3026746,64.7913611,1282.618646,117.337,630,332.14,0.091,2.1468718,87.3972,73.6197,98.392,116.3513,90.9754,99.952,86.545995,86.6986,78.1648,59.6,110.455266,916666667
8/1/2011,North America,,,1066168,2473.375,276.6338889,1251,187.18,13.3725,403125,491.59,6.98,103.0245,4273.684211,9883.125,548.2836842,4.0871053,89.5831579,131219.4,28348.5,709197.5,553.86,577.71,273.02,0.038267,101.3538489,72.0233089,1321.118865,115.705,517,334.674,0.09,2.1468718,86.4111,72.1255,97.1821,115.501,93.1014,99.6488,86.052575,84.2268,77.7214,60,111.813839,916666667
9/1/2011,North America,,,1309873,2345.673913,303.393913,1530,169.36,13.9275,430136.9565,477.7,6.7,114.0708696,4250,9508.5,529.72,3.9713478,102.9356522,126765.6522,26753.15217,730506.5217,524.25,557.86,299.77,0.04043,101.257581,63.8245295,1304.486608,122.617,600,337.935,0.09,2.1468718,86.6554,67.0739,95.86,113.4927,92.1038,99.0375,85.389775,88.1958,81.1994,59.4,112.695725,916666667
10/1/2011,North America,,,942617,2371.777778,319.564,1269,179.26,13.8775,449500,479.45,7.31,123.115,4250,9495.388889,537.819,4.238,110.0405,120659.6667,26356.11111,765661.1111,544.06,584.85,333.14,0.034795,101.0095445,66.0193211,1331.505087,124.393,554,340.149,0.091,1.8985678,86.8648,69.3633,92.513,108.1253,95.2611,100.3698,84.953815,88.3436,83.7534,59.1,113.618826,736666667
11/1/2011,North America,,,1058435,2161.075,295.1428571,1480,177.09,13.785,467593.75,466.71,7.37,115.092381,4097.619048,8929.5,508.902381,4.3036667,101.3328571,114988.8,24153.125,838838.75,534.52,576.57,290.53,0.021453,100.6109144,61.7427953,1338.311426,123.588,561,339.232,0.09,1.8985678,87.7,70.3798,90.2955,109.0664,95.8942,99.766,87.39276,89.1945,85.6906,53.7,114.170511,736666667
12/1/2011,North America,,,1122595,2232.613636,296.5090909,1413,170.88,13.1625,473014.7727,466.15,6.32,113.9331818,4204.545455,9064.454546,494.3390909,4.5489545,96.2886364,111889.0909,22424.31818,865031.8182,419.02,491.56,284.92,0.02353,100.358379,57.6189459,1287.287963,121.316,608,341.657,0.091,1.8985678,88.2238,73.0716,93.8023,110.0015,96.786,100.2087,85.63571,89.8435,87.1791,56.6,113.707989,736666667
1/1/2012,North America,,,801951,2395.785714,306.9175,1264,172.98,13.4775,465354.7619,484.57,6.97,116.5485,4200,9643.571429,478.0065,4.41755,97.28,103529.1429,23828.33333,882577.381,457.86,518.11,296.69,0.026121,100.0884506,59.2279393,1325.184316,125.104,623,341.274,0.09,1.3892111,90.0713,83.244,96.5428,110.4281,97.3996,99.2641,86.06365,88.8788,88.4301,52.5,113.718724,703333333
2/1/2012,North America,,,1213034,2202.522727,294.273913,1619,177.45,14.3,464335.2273,454.26,7.56,110.1178261,4200,9022.022727,498.8956522,4.053913,86.3343478,103398.5455,22023.97727,876264.7727,537.93,591.74,291.66,0.029074,99.9127157,45.1816923,1185.3054,125.12,585,342.228,0.09,1.3892111,90.9355,80.3598,93.9988,110.03,98.7995,99.027,89.49757,90.9771,88.065,52.3,113.797538,703333333
3/1/2012,North America,,,1167225,2080.340909,291.992381,1899,177.23,11.385,466507.9545,363.58,5.71,110.7509524,4200,8302.704546,479.15,3.8917143,85.61,98999.45455,20428.29545,838132.9545,415.92,461.88,254.31,0.028054,99.7951728,46.3685145,1173.878573,127.409,650,345.696,0.09,1.3892111,91.8274,77.3088,95.6101,108.4319,97.0583,98.6748,91.325105,89.8845,90.6811,52.7,114.773939,703333333
4/1/2012,North America,,,1249418,1866.214286,295.0014286,1965,150.43,11.875,453178.5714,397.08,6.35,108.53,4114.285714,7380.333333,441.682381,3.568,86.4119048,90913.42857,19039.04762,797894.0476,428.77,488.17,258.32,0.035871,99.706979,40.8676303,1207.21594,127.268,610,347.717,0.088,1.9103626,93.4309,80.0659,91.54,107.5579,95.5395,98.6659,93.37473,92.7599,96.5323,51.5,114.901488,730000000
5/1/2012,North America,,,1168529,1932.363636,305.2438095,1846,135.54,11.1875,404737.5,386.3,5.92,110.757619,3885.714286,7586.5,431.7919048,3.2476667,97.1909524,85716.81818,17921.93182,754019.3182,413.2,461.63,250.09,0.035027,99.7230053,55.1728022,1226.414627,125.713,711,349.352,0.086,1.9103626,94.6633,87.6593,87.313,105.0004,98.1853,96.9804,95.39644,94.2784,95.7793,51.9,115.216791,730000000
6/1/2012,North America,,,1021231,1911.357143,288.7457143,1738,136.45,11.885,379858.3333,371.64,6.33,108.0980952,3850,7567,415.267619,3.1655238,98.5138095,89886.85714,18197.85714,777946.4286,441.03,491.95,262.06,0.030318,99.8371915,64.7573577,1243.323557,126.937,694,349.973,0.085,1.9103626,94.2716,92.8725,94.162,104.4989,100.3599,96.6044,99.59746,94.7147,102.6032,52.9,114.853563,730000000
